================================List of subscription================================
Subscription ID,Subscription Type,Duration,Start Date,End Date
34501,Yearly,26 Year,07/06/1984,07/06/2010
38935,Monthly,4 Month,08/07/1978,12/07/1978
34502,One_Off,1 Day,10/04/1979,10/04/1979
34503,Monthly,43 Month,08/22/1966,03/22/1970
46933,Yearly,35 Year,12/14/1974,12/14/2009
38930,Daily,29 Day,01/12/1971,02/10/1971
46932,One_Off,1 Day,03/12/1984,03/12/1984
38931,Monthly,61 Month,07/13/1972,08/13/1977
46930,Monthly,64 Month,07/16/1984,11/16/1989
34508,Daily,16 Day,01/03/1980,01/19/1980
46936,Daily,49 Day,06/05/1986,07/24/1986
46935,One_Off,1 Day,09/20/1982,09/20/1982
38937,Daily,44 Day,06/06/1977,07/20/1977
38938,Yearly,10 Year,02/11/1968,02/11/1978
34505,Monthly,67 Month,07/13/1967,02/13/1973
46940,Monthly,6 Month,09/18/1990,03/18/1991
38944,Daily,8 Day,04/16/1985,04/24/1985
38945,Yearly,26 Year,11/01/1988,11/01/2014
46941,Monthly,61 Month,03/24/1970,04/24/1975
46943,Monthly,21 Month,05/01/1974,02/01/1976
46946,One_Off,1 Day,11/13/1974,11/13/1974
46945,One_Off,1 Day,09/07/1989,09/07/1989
46948,Monthly,63 Month,07/19/1974,10/19/1979
38948,Daily,27 Day,12/02/1987,12/29/1987
30031,Monthly,42 Month,02/21/1980,08/21/1983
30033,Yearly,7 Year,05/01/1968,05/01/1975
30032,Yearly,31 Year,01/11/1977,01/11/2008
30034,Daily,28 Day,06/19/1972,07/17/1972
38846,Monthly,41 Month,05/25/1977,10/25/1980
30039,Daily,10 Day,10/02/1987,10/12/1987
30038,Yearly,39 Year,04/28/1967,04/28/2006
38848,One_Off,1 Day,06/07/1974,06/07/1974
38842,One_Off,1 Day,07/01/1971,07/01/1971
38843,One_Off,1 Day,11/20/1975,11/20/1975
30040,One_Off,1 Day,07/19/1974,07/19/1974
30044,Daily,23 Day,07/24/1975,08/16/1975
30042,Monthly,5 Month,05/01/1969,10/01/1969
30048,Yearly,9 Year,06/04/1989,06/04/1998
30047,Daily,3 Day,03/10/1970,03/13/1970
30046,Monthly,59 Month,07/10/1989,06/10/1994
38836,One_Off,1 Day,11/25/1989,11/25/1989
30049,Yearly,39 Year,10/08/1968,10/08/2007
38834,Yearly,26 Year,11/17/1977,11/17/2003
38833,Monthly,9 Month,01/14/1966,10/14/1966
38831,One_Off,1 Day,01/13/1986,01/13/1986
38862,Monthly,23 Month,02/11/1973,01/11/1975
25906,Monthly,24 Month,02/25/1968,02/25/1970
30056,Daily,46 Day,10/10/1980,11/25/1980
30059,Monthly,86 Month,05/10/1966,07/10/1973
25908,Monthly,14 Month,11/26/1974,01/26/1976
30058,Yearly,21 Year,06/11/1967,06/11/1988
25903,Monthly,35 Month,07/05/1974,06/05/1977
25905,One_Off,1 Day,08/05/1971,08/05/1971
30054,Monthly,46 Month,02/05/1976,12/05/1979
38863,One_Off,1 Day,05/01/1982,05/01/1982
38866,Monthly,83 Month,08/17/1971,07/17/1978
38865,Monthly,16 Month,02/20/1966,06/20/1967
30062,Monthly,14 Month,11/06/1979,01/06/1981
30067,Monthly,34 Month,01/02/1967,11/02/1969
25916,Yearly,12 Year,10/05/1967,10/05/1979
30065,Monthly,77 Month,10/21/1972,03/21/1979
30064,Yearly,10 Year,03/03/1976,03/03/1986
30063,Yearly,43 Year,01/17/1967,01/17/2010
25912,Monthly,50 Month,04/12/1967,06/12/1971
25910,One_Off,1 Day,02/05/1976,02/05/1976
38852,Daily,16 Day,04/13/1980,04/29/1980
38859,Yearly,19 Year,03/06/1988,03/06/2007
38858,Yearly,39 Year,11/06/1973,11/06/2012
30070,Monthly,57 Month,06/26/1975,03/26/1980
30073,One_Off,1 Day,02/13/1969,02/13/1969
30072,Daily,55 Day,03/17/1986,05/11/1986
38882,Monthly,29 Month,06/14/1972,11/14/1974
38884,Monthly,26 Month,06/25/1966,08/25/1968
38880,Monthly,83 Month,06/23/1973,05/23/1980
38887,One_Off,1 Day,03/27/1984,03/27/1984
30074,Monthly,14 Month,07/02/1981,09/02/1982
30075,Monthly,58 Month,02/25/1990,12/25/1994
30076,One_Off,1 Day,06/02/1989,06/02/1989
30078,Monthly,23 Month,03/12/1971,02/12/1973
30079,Daily,45 Day,09/28/1987,11/12/1987
30080,Monthly,68 Month,09/25/1969,05/25/1975
30084,Monthly,17 Month,04/01/1982,09/01/1983
30082,One_Off,1 Day,02/19/1971,02/19/1971
38873,Monthly,13 Month,01/17/1973,02/17/1974
38871,Daily,7 Day,09/03/1987,09/10/1987
38870,Daily,13 Day,01/05/1966,01/18/1966
38874,Monthly,28 Month,03/03/1971,07/03/1973
38875,Yearly,37 Year,04/04/1970,04/04/2007
30087,Yearly,7 Year,09/01/1981,09/01/1988
30089,Daily,15 Day,03/06/1990,03/21/1990
30092,Monthly,23 Month,12/01/1988,11/01/1990
30095,Monthly,34 Month,02/28/1989,12/28/1991
30094,Daily,10 Day,12/23/1984,01/02/1985
30091,Monthly,31 Month,08/04/1966,03/04/1969
30090,Daily,33 Day,01/01/1975,02/03/1975
30096,Yearly,34 Year,12/12/1972,12/12/2006
30097,Yearly,23 Year,12/22/1989,12/22/2012
30098,Yearly,15 Year,10/10/1975,10/10/1990
38891,Monthly,73 Month,11/08/1990,12/08/1996
38893,Daily,8 Day,11/22/1974,11/30/1974
38892,Daily,10 Day,01/25/1980,02/04/1980
38898,Monthly,25 Month,08/08/1985,09/08/1987
38899,Monthly,24 Month,10/11/1976,10/11/1978
38896,One_Off,1 Day,09/24/1983,09/24/1983
38897,Monthly,67 Month,01/19/1967,08/19/1972
25969,Yearly,26 Year,03/21/1971,03/21/1997
25968,Yearly,6 Year,11/28/1978,11/28/1984
25963,Yearly,17 Year,04/06/1978,04/06/1995
25962,Daily,48 Day,09/06/1981,10/24/1981
25961,One_Off,1 Day,10/09/1971,10/09/1971
34479,Monthly,23 Month,10/19/1966,09/19/1968
34478,Yearly,23 Year,09/01/1985,09/01/2008
25965,Yearly,18 Year,04/14/1981,04/14/1999
25964,Yearly,14 Year,09/02/1988,09/02/2002
34472,Daily,49 Day,02/15/1972,04/04/1972
34473,Yearly,5 Year,02/22/1974,02/22/1979
34470,One_Off,1 Day,04/12/1966,04/12/1966
34489,Daily,53 Day,01/26/1967,03/20/1967
25974,Yearly,15 Year,03/11/1978,03/11/1993
25973,Daily,21 Day,01/19/1981,02/09/1981
25976,Yearly,31 Year,04/23/1979,04/23/2010
34487,Yearly,7 Year,11/06/1973,11/06/1980
25977,Monthly,8 Month,11/19/1966,07/19/1967
34481,One_Off,1 Day,08/07/1978,08/07/1978
34483,One_Off,1 Day,03/23/1987,03/23/1987
34484,Yearly,19 Year,05/06/1990,05/06/2009
34480,One_Off,1 Day,03/26/1985,03/26/1985
34499,Monthly,49 Month,09/23/1975,10/23/1979
25987,Daily,50 Day,07/14/1990,09/02/1990
34496,Yearly,23 Year,09/25/1984,09/25/2007
25986,Yearly,5 Year,03/12/1988,03/12/1993
34490,Daily,38 Day,10/13/1966,11/20/1966
34494,Daily,23 Day,10/12/1986,11/04/1986
34495,One_Off,1 Day,08/16/1988,08/16/1988
25998,One_Off,1 Day,04/18/1969,04/18/1969
25997,Yearly,10 Year,04/21/1974,04/21/1984
25999,Yearly,24 Year,07/17/1977,07/17/2001
25994,Yearly,41 Year,06/15/1967,06/15/2008
25993,Monthly,43 Month,10/09/1975,05/09/1979
25996,Monthly,47 Month,11/19/1988,10/19/1992
25995,One_Off,1 Day,11/14/1976,11/14/1976
25991,One_Off,1 Day,04/12/1967,04/12/1967
25923,Yearly,25 Year,02/12/1975,02/12/2000
25920,One_Off,1 Day,10/13/1970,10/13/1970
25921,One_Off,1 Day,02/14/1975,02/14/1975
25926,Monthly,11 Month,04/09/1980,03/09/1981
25927,Yearly,18 Year,07/03/1988,07/03/2006
25924,Yearly,21 Year,02/16/1985,02/16/2006
25929,Daily,37 Day,08/28/1986,10/04/1986
40900,Daily,16 Day,10/11/1982,10/27/1982
30005,Yearly,14 Year,08/15/1989,08/15/2003
30007,Daily,29 Day,12/11/1974,01/09/1975
30008,One_Off,1 Day,01/05/1971,01/05/1971
25931,One_Off,1 Day,03/03/1974,03/03/1974
25932,Yearly,22 Year,06/10/1989,06/10/2011
30000,Yearly,46 Year,10/14/1968,10/14/2014
30001,Daily,11 Day,03/06/1971,03/17/1971
25939,Monthly,59 Month,07/10/1978,06/10/1983
25945,One_Off,1 Day,09/25/1971,09/25/1971
25942,One_Off,1 Day,05/18/1966,05/18/1966
25943,Monthly,69 Month,06/25/1988,03/25/1994
25940,One_Off,1 Day,12/04/1976,12/04/1976
30018,Daily,16 Day,06/15/1980,07/01/1980
30019,Monthly,11 Month,04/20/1969,03/20/1970
25941,One_Off,1 Day,05/11/1983,05/11/1983
30016,Monthly,44 Month,04/19/1974,12/19/1977
30017,Monthly,40 Month,02/22/1979,06/22/1982
30013,Yearly,15 Year,01/25/1987,01/25/2002
30010,Yearly,24 Year,09/02/1989,09/02/2013
25948,Yearly,17 Year,09/10/1988,09/10/2005
30011,Yearly,38 Year,06/06/1968,06/06/2006
25953,Monthly,46 Month,06/22/1982,04/22/1986
25954,Monthly,78 Month,11/21/1979,05/21/1986
25955,Yearly,8 Year,08/04/1988,08/04/1996
30028,Monthly,73 Month,02/03/1990,03/03/1996
30029,One_Off,1 Day,01/04/1975,01/04/1975
25952,Monthly,41 Month,02/10/1985,07/10/1988
30023,Monthly,23 Month,07/22/1968,06/22/1970
30025,Yearly,13 Year,11/18/1982,11/18/1995
25957,Daily,13 Day,03/03/1983,03/16/1983
30022,Monthly,11 Month,01/17/1979,12/17/1979
13710,One_Off,1 Day,10/17/1980,10/17/1980
13713,Yearly,13 Year,11/02/1990,11/02/2003
13718,Daily,19 Day,12/11/1987,12/30/1987
40792,Monthly,24 Month,02/11/1978,02/11/1980
40794,One_Off,1 Day,09/02/1975,09/02/1975
40790,Daily,53 Day,03/17/1982,05/09/1982
40797,Monthly,33 Month,03/17/1979,12/17/1981
40799,Monthly,82 Month,02/17/1967,12/17/1973
13702,Monthly,43 Month,04/05/1971,11/05/1974
13704,Daily,3 Day,10/07/1968,10/10/1968
13707,Daily,48 Day,09/19/1978,11/06/1978
13733,Yearly,13 Year,07/12/1966,07/12/1979
13734,Yearly,20 Year,09/20/1974,09/20/1994
13730,Daily,13 Day,09/20/1987,10/03/1987
13731,Monthly,31 Month,04/13/1978,11/13/1980
13736,One_Off,1 Day,03/28/1986,03/28/1986
13738,Monthly,12 Month,02/11/1978,02/11/1979
13724,One_Off,1 Day,02/23/1977,02/23/1977
13722,Monthly,36 Month,08/06/1974,08/06/1977
13720,One_Off,1 Day,12/10/1981,12/10/1981
13728,Yearly,30 Year,09/01/1975,09/01/2005
13726,Daily,19 Day,07/28/1981,08/16/1981
40769,Daily,43 Day,12/28/1989,02/09/1990
40767,Daily,10 Day,01/12/1984,01/22/1984
40765,Yearly,8 Year,12/25/1973,12/25/1981
40760,Monthly,48 Month,02/25/1973,02/25/1977
13758,Yearly,19 Year,08/18/1970,08/18/1989
13750,Daily,16 Day,08/09/1978,08/25/1978
13752,One_Off,1 Day,05/23/1986,05/23/1986
13755,Yearly,40 Year,12/26/1970,12/26/2010
13754,Daily,6 Day,07/27/1985,08/02/1985
13757,Daily,46 Day,02/25/1983,04/12/1983
13756,Yearly,16 Year,06/24/1982,06/24/1998
40757,Yearly,20 Year,10/23/1987,10/23/2007
40753,Yearly,16 Year,11/17/1983,11/17/1999
40755,Yearly,5 Year,03/17/1982,03/17/1987
40754,Yearly,27 Year,11/15/1967,11/15/1994
40750,Yearly,29 Year,03/21/1967,03/21/1996
13749,Daily,32 Day,10/16/1974,11/17/1974
13747,Monthly,34 Month,12/16/1970,10/16/1973
40749,Monthly,52 Month,06/16/1966,10/16/1970
13746,Monthly,16 Month,07/23/1978,11/23/1979
13745,Daily,28 Day,09/14/1990,10/12/1990
13744,Yearly,15 Year,05/13/1989,05/13/2004
40788,One_Off,1 Day,04/06/1972,04/06/1972
40787,Yearly,18 Year,06/17/1988,06/17/2006
13770,Daily,53 Day,01/17/1981,03/11/1981
13771,Yearly,8 Year,12/27/1982,12/27/1990
40785,Daily,16 Day,06/15/1986,07/01/1986
40789,Monthly,84 Month,11/18/1987,11/18/1994
40780,One_Off,1 Day,09/27/1967,09/27/1967
40783,Daily,26 Day,10/12/1981,11/07/1981
13777,Yearly,3 Year,07/10/1988,07/10/1991
13776,Monthly,52 Month,05/12/1990,09/12/1994
13779,Monthly,81 Month,08/21/1969,05/21/1976
13778,Yearly,18 Year,02/13/1982,02/13/2000
13773,Daily,8 Day,04/22/1972,04/30/1972
13775,Yearly,24 Year,04/19/1983,04/19/2007
13774,One_Off,1 Day,10/21/1977,10/21/1977
40775,Yearly,10 Year,12/03/1985,12/03/1995
40774,Monthly,71 Month,09/12/1984,08/12/1990
40777,One_Off,1 Day,08/12/1978,08/12/1978
40779,Yearly,16 Year,12/04/1969,12/04/1985
40771,Yearly,26 Year,11/02/1985,11/02/2011
40770,Daily,14 Day,11/01/1977,11/15/1977
40773,Monthly,46 Month,01/04/1975,11/04/1978
40772,Daily,50 Day,09/17/1989,11/06/1989
13769,Monthly,57 Month,07/16/1966,04/16/1971
13767,Yearly,41 Year,11/02/1973,11/02/2014
13766,Daily,11 Day,10/12/1968,10/23/1968
13764,Daily,3 Day,09/08/1988,09/11/1988
13762,One_Off,1 Day,09/20/1984,09/20/1984
13761,Yearly,24 Year,03/11/1975,03/11/1999
40716,Yearly,35 Year,06/22/1979,06/22/2014
40719,Monthly,42 Month,06/11/1988,12/11/1991
40718,One_Off,1 Day,09/04/1989,09/04/1989
40724,Yearly,30 Year,02/12/1971,02/12/2001
40725,Monthly,77 Month,06/23/1988,11/23/1994
40726,Monthly,79 Month,07/01/1987,02/01/1994
40720,Yearly,5 Year,03/11/1974,03/11/1979
40722,Yearly,7 Year,07/20/1990,07/20/1997
40708,Yearly,16 Year,01/17/1972,01/17/1988
40707,One_Off,1 Day,01/10/1970,01/10/1970
40706,Daily,31 Day,04/25/1986,05/26/1986
40715,Daily,11 Day,11/18/1970,11/29/1970
40713,One_Off,1 Day,12/18/1984,12/18/1984
40741,Yearly,30 Year,07/06/1970,07/06/2000
40742,Daily,48 Day,02/18/1971,04/07/1971
40744,Monthly,4 Month,08/22/1970,12/22/1970
40745,One_Off,1 Day,08/22/1973,08/22/1973
40748,Yearly,26 Year,04/03/1988,04/03/2014
40729,Monthly,4 Month,10/02/1988,02/02/1989
38197,One_Off,1 Day,10/08/1982,10/08/1982
38198,One_Off,1 Day,05/18/1980,05/18/1980
38195,Monthly,53 Month,05/07/1976,10/07/1980
38196,One_Off,1 Day,12/17/1967,12/17/1967
38199,One_Off,1 Day,04/01/1982,04/01/1982
40732,Yearly,13 Year,05/26/1985,05/26/1998
38190,Yearly,22 Year,01/14/1986,01/14/2008
40731,Daily,6 Day,12/12/1978,12/18/1978
40736,Monthly,17 Month,08/23/1979,01/23/1981
40737,One_Off,1 Day,11/13/1971,11/13/1971
40734,Yearly,20 Year,11/26/1990,11/26/2010
38192,Yearly,16 Year,01/25/1988,01/25/2004
23205,Monthly,62 Month,04/09/1971,06/09/1976
23206,Monthly,24 Month,12/15/1988,12/15/1990
23204,Daily,27 Day,08/12/1981,09/08/1981
23201,Daily,26 Day,10/12/1983,11/07/1983
23208,One_Off,1 Day,03/22/1990,03/22/1990
38181,Monthly,75 Month,01/04/1972,04/04/1978
38180,Monthly,20 Month,01/06/1978,09/06/1979
38183,One_Off,1 Day,08/20/1976,08/20/1976
23214,Monthly,70 Month,07/24/1966,05/24/1972
23215,One_Off,1 Day,05/10/1972,05/10/1972
23216,Daily,50 Day,12/05/1974,01/24/1975
23213,Yearly,26 Year,12/20/1980,12/20/2006
23219,One_Off,1 Day,09/27/1969,09/27/1969
38171,Monthly,14 Month,10/18/1983,12/18/1984
38177,Daily,16 Day,12/08/1969,12/24/1969
38176,Monthly,74 Month,12/19/1968,02/19/1975
38175,Monthly,73 Month,03/13/1969,04/13/1975
38173,Monthly,33 Month,03/24/1970,12/24/1972
40700,One_Off,1 Day,09/23/1989,09/23/1989
40704,Yearly,25 Year,12/07/1984,12/07/2009
38161,Yearly,7 Year,07/14/1985,07/14/1992
40703,Yearly,25 Year,08/19/1979,08/19/2004
38163,Monthly,29 Month,10/19/1988,03/19/1991
38162,One_Off,1 Day,12/08/1981,12/08/1981
38166,One_Off,1 Day,12/03/1986,12/03/1986
38169,Monthly,38 Month,08/05/1979,10/05/1982
38150,Monthly,58 Month,11/23/1982,09/23/1987
38154,Yearly,32 Year,04/03/1977,04/03/2009
38153,Daily,46 Day,02/03/1971,03/21/1971
38152,Monthly,77 Month,04/08/1981,09/08/1987
38158,Daily,48 Day,02/22/1982,04/11/1982
38156,Yearly,27 Year,06/24/1972,06/24/1999
38155,Yearly,16 Year,04/08/1988,04/08/2004
38132,Monthly,23 Month,11/11/1980,10/11/1982
23131,Daily,5 Day,11/11/1967,11/16/1967
38133,One_Off,1 Day,07/20/1986,07/20/1986
23132,Monthly,80 Month,07/28/1973,03/28/1980
38135,Monthly,46 Month,06/05/1966,04/05/1970
23130,One_Off,1 Day,07/01/1966,07/01/1966
38136,Yearly,10 Year,04/16/1978,04/16/1988
38138,Daily,8 Day,04/17/1988,04/25/1988
23136,Yearly,30 Year,05/23/1984,05/23/2014
38137,Yearly,32 Year,03/24/1979,03/24/2011
23134,Monthly,59 Month,02/26/1984,01/26/1989
38139,Monthly,89 Month,06/14/1966,11/14/1973
23139,Monthly,3 Month,09/27/1987,12/27/1987
23138,Daily,9 Day,11/06/1970,11/15/1970
38143,Monthly,63 Month,08/01/1970,11/01/1975
38146,Daily,54 Day,07/01/1982,08/24/1982
38147,Yearly,33 Year,01/03/1976,01/03/2009
23121,Yearly,24 Year,04/12/1968,04/12/1992
38145,Yearly,27 Year,12/08/1977,12/08/2004
23123,Yearly,17 Year,04/23/1982,04/23/1999
23122,Daily,26 Day,07/04/1966,07/30/1966
23125,Yearly,44 Year,02/26/1969,02/26/2013
38148,Daily,27 Day,09/20/1990,10/17/1990
23127,Monthly,67 Month,07/20/1969,02/20/1975
23126,Monthly,83 Month,07/07/1967,06/07/1974
23129,One_Off,1 Day,01/06/1981,01/06/1981
23110,Daily,16 Day,11/03/1975,11/19/1975
38112,Monthly,60 Month,12/04/1970,12/04/1975
38113,Monthly,4 Month,08/03/1984,12/03/1984
38114,Monthly,48 Month,12/19/1988,12/19/1992
38110,Daily,30 Day,11/09/1968,12/09/1968
23118,One_Off,1 Day,02/14/1971,02/14/1971
23117,Yearly,20 Year,10/25/1973,10/25/1993
38119,One_Off,1 Day,04/05/1968,04/05/1968
38116,Monthly,77 Month,05/18/1973,10/18/1979
23114,Monthly,66 Month,05/24/1977,11/24/1982
38124,Yearly,17 Year,10/15/1972,10/15/1989
38122,Monthly,16 Month,10/13/1987,02/13/1989
38120,Daily,53 Day,07/21/1982,09/12/1982
38121,One_Off,1 Day,02/28/1984,02/28/1984
23109,Monthly,17 Month,02/12/1978,07/12/1979
23108,Daily,25 Day,05/16/1984,06/10/1984
23107,Yearly,20 Year,01/16/1970,01/16/1990
23106,Monthly,70 Month,06/05/1984,04/05/1990
23100,One_Off,1 Day,07/16/1966,07/16/1966
23103,Monthly,32 Month,08/17/1966,04/17/1969
38127,One_Off,1 Day,10/11/1969,10/11/1969
23171,Daily,15 Day,12/15/1976,12/30/1976
23174,Monthly,86 Month,10/07/1990,12/07/1997
23173,Yearly,15 Year,12/22/1990,12/22/2005
23178,Daily,31 Day,12/09/1973,01/09/1974
23160,Yearly,7 Year,06/26/1981,06/26/1988
38103,Monthly,76 Month,01/21/1982,05/21/1988
23162,Yearly,12 Year,09/04/1975,09/04/1987
38101,Monthly,82 Month,02/06/1989,12/06/1995
23165,One_Off,1 Day,01/23/1985,01/23/1985
38100,Daily,41 Day,10/28/1966,12/08/1966
23164,Daily,18 Day,02/19/1988,03/08/1988
23166,Monthly,6 Month,02/14/1990,08/14/1990
38107,Daily,40 Day,11/09/1985,12/19/1985
23168,Yearly,23 Year,06/03/1975,06/03/1998
38104,Monthly,18 Month,06/17/1972,12/17/1973
23169,Monthly,10 Month,06/04/1990,04/04/1991
23152,Monthly,86 Month,05/22/1973,07/22/1980
23151,Monthly,23 Month,04/02/1966,03/02/1968
23150,One_Off,1 Day,02/28/1976,02/28/1976
23159,Daily,10 Day,10/13/1971,10/23/1971
23158,Yearly,12 Year,03/09/1982,03/09/1994
23142,Yearly,16 Year,06/26/1987,06/26/2003
23148,Daily,3 Day,01/28/1980,01/31/1980
23144,Monthly,23 Month,08/13/1986,07/13/1988
23147,Monthly,6 Month,05/10/1973,11/10/1973
13662,One_Off,1 Day,07/09/1967,07/09/1967
13663,Daily,19 Day,09/10/1980,09/29/1980
13664,Daily,45 Day,02/06/1982,03/23/1982
13665,Yearly,20 Year,08/04/1966,08/04/1986
13661,One_Off,1 Day,08/18/1984,08/18/1984
13660,Daily,30 Day,01/14/1974,02/13/1974
13679,Yearly,6 Year,03/23/1981,03/23/1987
13678,Yearly,13 Year,12/06/1979,12/06/1992
13675,Yearly,26 Year,02/22/1971,02/22/1997
13676,Yearly,26 Year,11/01/1986,11/01/2012
13673,One_Off,1 Day,03/13/1981,03/13/1981
13674,Daily,17 Day,10/22/1976,11/08/1976
13671,Monthly,45 Month,01/05/1985,10/05/1988
13670,Monthly,19 Month,07/21/1988,02/21/1990
13685,Yearly,9 Year,07/21/1970,07/21/1979
13687,Yearly,9 Year,04/21/1987,04/21/1996
23199,Monthly,80 Month,08/24/1983,04/24/1990
23196,Monthly,43 Month,05/03/1975,12/03/1978
23198,Monthly,78 Month,09/12/1970,03/12/1977
23191,Yearly,27 Year,05/24/1967,05/24/1994
23194,Monthly,26 Month,10/16/1969,12/16/1971
13681,Monthly,79 Month,05/14/1985,12/14/1991
13683,Yearly,43 Year,12/03/1968,12/03/2011
13682,Daily,10 Day,06/12/1979,06/22/1979
13698,Monthly,59 Month,02/01/1982,01/01/1987
13695,Yearly,14 Year,04/18/1988,04/18/2002
23189,Monthly,50 Month,02/15/1971,04/15/1975
23186,Monthly,21 Month,03/08/1981,12/08/1982
23181,Yearly,37 Year,06/20/1968,06/20/2005
13693,Daily,14 Day,06/18/1969,07/02/1969
13692,Monthly,85 Month,05/10/1971,06/10/1978
13858,Monthly,58 Month,12/05/1990,10/05/1995
13855,Yearly,4 Year,04/22/1968,04/22/1972
13856,One_Off,1 Day,01/13/1985,01/13/1985
13850,Yearly,39 Year,08/24/1974,08/24/2013
13851,One_Off,1 Day,02/15/1983,02/15/1983
40697,Daily,35 Day,07/24/1978,08/28/1978
40698,Monthly,55 Month,01/21/1988,08/21/1992
40699,Yearly,23 Year,05/13/1978,05/13/2001
40690,Daily,23 Day,12/15/1971,01/07/1972
40691,One_Off,1 Day,10/17/1977,10/17/1977
40693,Yearly,36 Year,03/24/1968,03/24/2004
13849,Yearly,33 Year,01/04/1981,01/04/2014
13846,Yearly,26 Year,02/09/1981,02/09/2007
13847,One_Off,1 Day,05/15/1989,05/15/1989
13840,Daily,27 Day,01/06/1977,02/02/1977
40688,Daily,34 Day,03/20/1981,04/23/1981
40689,Monthly,79 Month,12/28/1986,07/28/1993
40687,Daily,14 Day,10/27/1973,11/10/1973
40684,Monthly,6 Month,01/02/1984,07/02/1984
40685,Yearly,23 Year,10/20/1990,10/20/2013
40680,Monthly,18 Month,01/14/1986,07/14/1987
13835,Daily,20 Day,01/21/1980,02/10/1980
13836,Yearly,13 Year,06/08/1989,06/08/2002
13839,Yearly,35 Year,11/28/1979,11/28/2014
13831,One_Off,1 Day,08/28/1982,08/28/1982
13832,Monthly,61 Month,03/02/1980,04/02/1985
13833,Monthly,89 Month,02/26/1977,07/26/1984
40675,Yearly,21 Year,01/05/1972,01/05/1993
40678,One_Off,1 Day,08/26/1968,08/26/1968
40671,Monthly,67 Month,04/25/1974,11/25/1979
40673,Monthly,12 Month,02/23/1980,02/23/1981
40670,Monthly,38 Month,12/18/1966,02/18/1970
13824,One_Off,1 Day,06/19/1983,06/19/1983
13825,Yearly,30 Year,09/01/1982,09/01/2012
13828,Yearly,25 Year,01/08/1979,01/08/2004
13823,Monthly,3 Month,05/20/1981,08/20/1981
40663,Yearly,27 Year,03/26/1985,03/26/2012
40662,Monthly,74 Month,01/21/1983,03/21/1989
40660,One_Off,1 Day,09/24/1980,09/24/1980
13891,Daily,15 Day,01/20/1988,02/04/1988
13892,Daily,39 Day,10/10/1990,11/18/1990
13897,One_Off,1 Day,05/03/1983,05/03/1983
13894,Monthly,30 Month,04/19/1972,10/19/1974
13893,Daily,31 Day,12/10/1979,01/10/1980
13896,Daily,15 Day,02/17/1980,03/03/1980
13895,Monthly,90 Month,02/24/1976,08/24/1983
40652,Daily,19 Day,10/02/1982,10/21/1982
40654,Yearly,3 Year,05/08/1969,05/08/1972
13880,One_Off,1 Day,06/08/1980,06/08/1980
40656,One_Off,1 Day,09/23/1977,09/23/1977
40657,Monthly,71 Month,07/27/1972,06/27/1978
13886,One_Off,1 Day,06/24/1977,06/24/1977
13885,Yearly,6 Year,11/11/1983,11/11/1989
40649,Monthly,57 Month,09/11/1978,06/11/1983
40648,Daily,38 Day,07/04/1977,08/11/1977
40647,Daily,24 Day,09/22/1989,10/16/1989
40646,Daily,38 Day,11/06/1981,12/14/1981
40642,Yearly,40 Year,10/28/1974,10/28/2014
13871,Monthly,23 Month,08/04/1975,07/04/1977
13873,Monthly,40 Month,02/24/1982,06/24/1985
13877,Monthly,33 Month,12/16/1977,09/16/1980
40630,Monthly,10 Month,01/03/1980,11/03/1980
40635,Monthly,67 Month,12/25/1968,07/25/1974
40632,Monthly,61 Month,01/27/1966,02/27/1971
13862,Monthly,59 Month,10/08/1978,09/08/1983
13860,Daily,37 Day,10/04/1984,11/10/1984
13866,One_Off,1 Day,09/08/1973,09/08/1973
13868,One_Off,1 Day,03/06/1984,03/06/1984
40618,Yearly,46 Year,10/04/1966,10/04/2012
40617,Yearly,17 Year,12/04/1973,12/04/1990
40620,Yearly,24 Year,05/07/1990,05/07/2014
40622,Daily,13 Day,09/13/1979,09/26/1979
40623,Monthly,58 Month,10/15/1982,08/15/1987
40625,One_Off,1 Day,09/25/1972,09/25/1972
40626,Yearly,29 Year,09/11/1967,09/11/1996
40627,One_Off,1 Day,01/19/1978,01/19/1978
40609,Monthly,55 Month,12/20/1975,07/20/1980
40608,Yearly,4 Year,04/13/1973,04/13/1977
40607,Yearly,23 Year,07/28/1982,07/28/2005
40606,Monthly,44 Month,12/09/1990,08/09/1994
40615,Yearly,20 Year,12/06/1990,12/06/2010
40604,Daily,49 Day,02/18/1974,04/08/1974
40605,One_Off,1 Day,03/27/1967,03/27/1967
40601,One_Off,1 Day,03/11/1981,03/11/1981
13812,One_Off,1 Day,05/02/1986,05/02/1986
13810,Daily,5 Day,07/01/1985,07/06/1985
13819,Daily,6 Day,04/25/1990,05/01/1990
13816,One_Off,1 Day,10/10/1968,10/10/1968
13815,Monthly,43 Month,02/26/1975,09/26/1978
13813,Monthly,90 Month,01/14/1977,07/14/1984
38283,Monthly,56 Month,05/02/1977,01/02/1982
38286,Yearly,12 Year,08/05/1976,08/05/1988
38287,Daily,21 Day,05/05/1967,05/26/1967
38289,Yearly,25 Year,03/07/1989,03/07/2014
38280,Yearly,27 Year,09/23/1984,09/23/2011
38282,Yearly,28 Year,03/22/1980,03/22/2008
13801,Yearly,24 Year,05/19/1968,05/19/1992
13806,Yearly,4 Year,06/14/1971,06/14/1975
13802,Monthly,32 Month,11/09/1981,07/09/1984
13804,One_Off,1 Day,11/28/1983,11/28/1983
